latitude,longitude
42.33651761,-71.07078828
42.27129075,-71.10467166
42.27143121,-71.0734769
42.33012315,-71.04805065
42.35083087,-71.07113895
42.35482477,-71.07478996
42.29604045,-71.11614716
42.34594474,-71.03981528
42.3313623,-71.0707174
42.28388924,-71.09255837
42.2871416,-71.0788477
42.28260973,-71.05571433
42.30750742,-71.08617333
42.31135492,-71.07023491
42.27256203,-71.12019828
42.30640934,-71.05370945
42.36617,-71.05845794
42.33028114,-71.06097815
42.34813618,-71.06029955
42.38856701,-71.00990115
42.29664207,-71.04642313
42.34594474,-71.03981528
42.35253159,-71.06687768
42.32377129,-71.07391302
42.30849397,-71.10105836
42.32774949,-71.07742397
42.34529046,-71.06982967
42.38540178,-71.01951914
42.36939371,-71.01986185
42.32765789,-71.06759156
42.34167583,-71.07593114
42.34310436,-71.07642686
42.27139225,-71.07502287
42.3455484,-71.09436515
42.28826597,-71.05536154
42.29868031,-71.08665733
42.30893861,-71.06608024
42.2707842,-71.17216434
42.39422928,-71.06740718
42.28991397,-71.06946951
42.331607,-71.05311951
42.35563846,-71.15380821
42.30381131,-71.04777686
42.38605129,-71.00871209
42.35894171,-71.05846125
42.28677306,-71.0857808
42.33910162,-71.09231205
42.36478,-71.019229
42.29774742,-71.13085531
42.35386619,-71.04785414
42.31886739,-71.10095794
42.32609961,-71.06627437
42.34682191,-71.09893411
42.31461443,-71.07882606
42.28398923,-71.04672904
42.34670918,-71.10511726
42.35258719,-71.05541814
42.32784724,-71.0793868
42.28675731,-71.13105564
42.33120542,-71.0909714
42.27998305,-71.11896929
42.35213099,-71.12341778
42.35553901,-71.13275759
42.32912063,-71.06258117
42.33354816,-71.06390915
42.29849188,-71.07302573
42.32144363,-71.0550411
42.32398413,-71.0644983
42.2838379,-71.12445027
42.3030634,-71.08518618
42.33354816,-71.06390915
42.34337459,-71.08576313
42.32857146,-71.0858648
42.27907879,-71.116794
42.3520762,-71.12459031
42.33119415,-71.07481518
42.3455484,-71.09436515
42.32963619,-71.08328311
42.35258719,-71.05541814
42.31171073,-71.05749732
42.30066608,-71.04917713
42.27327126,-71.10812403
42.26343021,-71.10649584
42.37351249,-71.03814002
42.27998305,-71.11896929
42.35668447,-71.06178466
42.33502316,-71.07506119
42.27845937,-71.05398029
42.284895,-71.12979892
42.30217307,-71.08546665
42.35063818,-71.11084527
42.29033829,-71.15653066
42.34927817,-71.04354112
42.3441754,-71.14368394
42.293977,-71.047287
42.2644952,-71.10027522
42.28945011,-71.08963295
42.354745,-71.05147238
42.33211815,-71.0792772
42.38441779,-71.01547176
42.38493665,-71.00195965
42.30878311,-71.12133631
42.35238935,-71.16318918
42.34594474,-71.03981528
42.34922174,-71.09157917
42.30827634,-71.1198829
42.28768807,-71.09386923
42.25009238,-71.12246038
42.31084549,-71.0776176
42.36686322,-71.05853915
42.29099247,-71.07458817
42.28260973,-71.05571433
42.30216501,-71.06014407
42.28049924,-71.0897521
42.32266629,-71.04933841
42.31349492,-71.05708918
42.29559518,-71.1569932
42.29812323,-71.08704846
42.30711707,-71.07665431
42.32891303,-71.07502901
42.3581862,-71.05189515
42.34902369,-71.15773633
42.33431614,-71.0706142
42.32377412,-71.05527614
42.34426918,-71.03888011
42.31862688,-71.06358121
42.27831203,-71.09165468
42.35044479,-71.07264227
42.34919861,-71.10059508
42.31150638,-71.05839092
42.28908108,-71.06703233
42.35823621,-71.12088028
42.33362614,-71.07336417
42.32173373,-71.09846169
42.347344,-71.04443
42.3484565,-71.08670178
42.28723706,-71.14732337
42.35063818,-71.11084527
42.34663583,-71.06456486
42.33517682,-71.07114359
42.31270073,-71.06459524
42.33668518,-71.10233069
42.32611884,-71.10522135
42.37665725,-71.03827934
42.32764014,-71.05860117
42.28381648,-71.14195455
42.30811068,-71.05830858
42.33078115,-71.06153216
42.30234915,-71.11155915
42.35904419,-71.05692115
42.35150137,-71.06281617
42.25583651,-71.12411357
42.35736807,-71.12801289
42.35999781,-71.07199221
42.28443702,-71.07707894
42.331798,-71.09718292
42.31580852,-71.09829029
42.3313623,-71.0707174
42.2526102,-71.11833242
42.28260973,-71.05571433
42.35238395,-71.06453754
42.32861314,-71.08274164
42.28119385,-71.07579594
42.36534481,-71.02111878
42.28861015,-71.05550855
42.3934636,-71.00912902
42.27866305,-71.11922529
42.33764867,-71.05264921
42.28768807,-71.09386923
42.29161891,-71.05731526
42.34635843,-71.06323272
42.34543689,-71.08181396
42.32815996,-71.09698981
42.28665506,-71.08631429
42.2873044,-71.06234209
42.35065621,-71.06165436
42.37551281,-71.03718598
42.29681507,-71.13279233
42.34159738,-71.08333416
42.32492305,-71.09825252
42.30005308,-71.04822214
42.37589237,-71.03216826
42.32062446,-71.08176575
42.25834335,-71.12351142
42.26467615,-71.15818987
42.38358492,-71.07536138
42.34188307,-71.16582625
42.34584523,-71.10470482
42.31260116,-71.08321028
42.28632124,-71.12793999
42.33915175,-71.11038583
42.24481654,-71.11929204
42.32268202,-71.07681052
42.34872818,-71.06671068
42.27840662,-71.12573172
42.32386497,-71.0965463
42.3313623,-71.0707174
42.27431902,-71.10919826
42.33446496,-71.07573629
42.32873409,-71.09805204
42.33382615,-71.08251021
42.30945159,-71.10456417
42.34066415,-71.08174219
42.33537017,-71.06483817
42.25832056,-71.12872634
42.32289445,-71.07667081
42.32764122,-71.07730866
42.37701488,-71.03051294
42.32981156,-71.07493397
42.38358492,-71.07536138
42.30965087,-71.07320764
42.34594967,-71.07528885
42.27999256,-71.09048679
42.33013117,-71.07867794
42.27992591,-71.06593414
42.3495667,-71.10205141
42.33746228,-71.05575131
42.34226176,-71.10375282
42.34431447,-71.07098133
42.34139465,-71.14678757
42.2829232,-71.07621713
42.37281697,-71.06413791
42.35033464,-71.08470876
42.25644545,-71.12396106
42.33394105,-71.07649591
42.31461443,-71.07882606
42.36096452,-71.11765003
42.270269,-71.09828193
42.32247768,-71.08485847
42.3135861,-71.12205329
42.34952401,-71.07949284
42.28981949,-71.11774576
42.28248411,-71.09945748
42.36385147,-71.05193802
42.34718689,-71.09854501
42.35621313,-71.06230712
42.25644545,-71.12396106
42.36670154,-71.06790197
42.35703421,-71.12624131
42.33067169,-71.03522745
42.35079382,-71.11139471
42.35087575,-71.06300546
42.30625992,-71.06700613
42.29299034,-71.09455097
42.29112454,-71.06280517
42.28996486,-71.06963353
42.29244108,-71.11779831
42.27936301,-71.04711631
42.27753626,-71.07793509
42.30011681,-71.11342981
42.36256819,-71.05578676
42.25556844,-71.13825252
42.35568128,-71.06027355
42.30415048,-71.1189054
42.29756269,-71.06094554
42.27136455,-71.08095214
42.32268767,-71.09913557
42.28172949,-71.09053132
42.34155952,-71.05705601
42.28713965,-71.05457598
42.33344794,-71.08056951
42.31700117,-71.06502405
42.277122,-71.16457168
42.33211815,-71.0792772
42.35347832,-71.0576692
42.23925684,-71.1321019
42.31309952,-71.0835506
42.29531972,-71.08635193
42.31484193,-71.09714501
42.25541728,-71.14423254
42.34929907,-71.07689323
42.26335727,-71.1214933
42.35334315,-71.05935192
42.35258719,-71.05541814
42.32237345,-71.06104527
42.29490783,-71.08782042
42.29551315,-71.07210812
42.35845038,-71.1267584
42.33928416,-71.0802472
42.30469108,-71.10923839
42.34653592,-71.04281747
42.35501534,-71.13395949
42.27815621,-71.13048178
42.34796618,-71.07369119
42.33892088,-71.10725211
42.33826807,-71.10613267
42.25398027,-71.12437439
42.29735665,-71.0564072
42.30154198,-71.06765038
42.28649407,-71.09351922
42.28403248,-71.04627639
42.3424035,-71.07456937
42.31723798,-71.06559394
42.30053587,-71.07883292
42.31842744,-71.07548747
42.31956758,-71.09827276
42.36209478,-71.07079151
42.36503756,-71.06955499
42.28768807,-71.09386923
42.28394536,-71.08984398
42.27676156,-71.13322835
42.33359836,-71.09140072
42.33026715,-71.05027413
42.27896408,-71.1190596
42.23525431,-71.12483034
42.3356158,-71.03740936
42.31194888,-71.10381073
42.31753193,-71.08220499
42.30791248,-71.08939342
42.35325733,-71.13371803
42.30965087,-71.07320764
42.30066608,-71.04917713
42.31822784,-71.0433723
42.37272827,-71.03222709
42.32764014,-71.05860117
42.32862366,-71.08301579
42.32167508,-71.09195352
42.36697887,-71.03760022
42.28367414,-71.09175568
42.32862752,-71.05256611
42.35808619,-71.05167113
42.33834711,-71.10843449
42.286422,-71.11788452
42.32260201,-71.10061803
42.29198008,-71.09591022
42.36111621,-71.07234966
42.33842094,-71.0820092
42.34635843,-71.06323272
42.30334509,-71.05156113
42.30028609,-71.10465427
42.28999606,-71.04564713
42.32774949,-71.07742397
42.33616028,-71.1009078
42.32940441,-71.06046918
42.24208992,-71.12638334
42.30791126,-71.05835821
42.34759418,-71.0855852
42.35072418,-71.09313423
42.27861815,-71.15501439
42.28771401,-71.09326144
42.30625992,-71.06700613
42.26916918,-71.10393773
42.2820115,-71.05891534
42.28913019,-71.08973934
42.33295016,-71.09239923
42.34597908,-71.06325283
42.36489722,-71.06238116
42.28582134,-71.09631095
42.28599623,-71.10943193
42.31323927,-71.11409353
42.28058576,-71.07432795
42.34066415,-71.08174219
42.30538115,-71.08527061
42.34134812,-71.07654758
42.33362614,-71.07336417
42.33016641,-71.05695779
42.366269,-71.0681704
42.35953596,-71.05244277
42.29590043,-71.09220023
42.33285415,-71.05699815
42.30492159,-71.0846502
42.24251105,-71.12641214
42.3069342,-71.08217803
42.32867513,-71.08399321
42.31828377,-71.07782966
42.3384993,-71.06648734
42.28323134,-71.11361999
42.28078291,-71.11879933
42.31740326,-71.09670805
42.35704619,-71.05133815
42.31287847,-71.10781645
42.34811805,-71.08813477
42.35200174,-71.12400825
42.37512935,-71.06155753
42.27888586,-71.08016821
42.29519663,-71.08003872
42.33428478,-71.10474617
42.328583,-71.07259692
42.35655088,-71.06201475
42.36319984,-71.12977673
42.33102958,-71.08974228
42.26834929,-71.09540874
42.35626508,-71.0622648
42.27899795,-71.11660659
42.33816145,-71.03548938
42.34466361,-71.10121347
42.35246478,-71.11066622
42.33297523,-71.10131695
42.37052953,-71.06101929
42.28478406,-71.0403601
42.34298294,-71.14151619
42.3641916,-71.11803407
42.29444104,-71.07808701
42.31149147,-71.05289404
42.32504876,-71.06915162
42.39545913,-71.0098403
42.3853235,-71.00296435
42.34721117,-71.07348317
42.32219743,-71.08422911
42.36119474,-71.06869615
42.35290118,-71.05633114
42.33126314,-71.07689121
42.28943239,-71.07829892
42.33254716,-71.0721242
42.33753157,-71.09329556
42.33169814,-71.06798157
42.33126632,-71.06590495
42.36209622,-71.05492313
42.31975379,-71.0626914
42.29505259,-71.06167358
42.33382034,-71.08031395
42.28996486,-71.06963353
42.30680438,-71.08440349
42.31862688,-71.06358121
42.30777849,-71.10620797
42.33746016,-71.07563051
42.35242734,-71.0680148
42.36639522,-71.06770218
42.33842094,-71.0820092
42.30372215,-71.07181606
42.25520413,-71.12422498
42.28600783,-71.14777968
42.38395029,-71.01500412
42.30676366,-71.08738205
42.2857264,-71.06431585
42.31733446,-71.09678415
42.25880401,-71.12339848
42.34958858,-71.10396652
42.32571503,-71.08789918
42.32648522,-71.06229832
42.34468259,-71.06805158
42.3355773,-71.03992531
42.32377412,-71.05527614
42.30601871,-71.05878137
42.34861927,-71.07535859
42.33316978,-71.07306004
42.31381884,-71.06961969
42.34960584,-71.08737149
42.26537968,-71.107375
42.33540515,-71.08757123
42.30521265,-71.0683617
42.26363319,-71.10268624
42.34226176,-71.10375282
42.27956274,-71.13552776
42.3573892,-71.1280929
42.34272918,-71.10318925
42.39114391,-71.00626274
42.34291661,-71.06507603
42.34226395,-71.08534936
42.25644545,-71.12396106
42.34734819,-71.06446015
42.30460738,-71.06920206
42.2966394,-71.06122549
42.37765627,-71.03151279
42.25749371,-71.11966007
42.3819825,-71.03341678
42.30623008,-71.06508696
42.34523837,-71.09535481
42.31639224,-71.06590735
42.30545103,-71.08057209
42.2930202,-71.15224597
42.35110763,-71.07028726
42.30066608,-71.04917713
42.3573892,-71.1280929
42.29087108,-71.0894007
42.36222547,-71.14181597
42.31027676,-71.08612035
42.26026794,-71.15809027
42.34670918,-71.10511726
42.35767296,-71.1272834
42.33085662,-71.08296476
42.33085662,-71.08296476
42.30899334,-71.07982104
42.33158386,-71.09572237
42.29927028,-71.07985881
42.32494159,-71.09839027
42.32377412,-71.05527614
42.33132192,-71.07194161
42.3677122,-71.06221414
42.36663727,-71.06156534
42.35310422,-71.06253365
42.31621877,-71.04810046
42.30053962,-71.05918597
42.25796991,-71.1186813
42.32492305,-71.09825252
42.35212918,-71.12522032
42.32481873,-71.10083039
42.34155952,-71.05705601
42.32867513,-71.08399321
42.354745,-71.05147238
42.33506554,-71.07879088
42.3034122,-71.08427882
42.36251577,-71.06386772
42.38358492,-71.07536138
42.32940148,-71.08333759
42.35190898,-71.07067559
42.30804482,-71.10593541
42.29684694,-71.07232039
42.30954121,-71.08261257
42.30801124,-71.06511044
42.33105632,-71.08089202
42.37427471,-71.03929551
42.34398482,-71.10000725
42.27196796,-71.11043244
42.37979421,-71.02506154
42.28768807,-71.09386923
42.29978827,-71.06531989
42.37513791,-71.03358602
42.334269,-71.10428821
42.32109635,-71.05587561
42.37909341,-71.03253836
42.28046225,-71.08233691
42.33935205,-71.05167857
42.33567367,-71.04597409
42.32073413,-71.05676416
42.27866614,-71.13656468
42.27152062,-71.07684832
42.34880344,-71.09715183
42.28603132,-71.14649302
42.2953453,-71.04762053
42.359936,-71.025744
42.28800501,-71.13356531
42.29769405,-71.06391281
42.34217711,-71.1541312
42.36321004,-71.06031585
42.27327148,-71.12995805
42.32398405,-71.07117075
42.34314639,-71.06666618
42.31307748,-71.06175616
42.36301306,-71.05343291
42.35005007,-71.13111872
42.36756392,-71.07040325
42.26890016,-71.09361826
42.34278945,-71.06167984
42.31362416,-71.08267032
42.35265813,-71.16057331
42.29590043,-71.09220023
42.31149147,-71.05289404
42.27792621,-71.08031611
42.35655088,-71.06201475
42.32266629,-71.04933841
42.28233549,-71.09960853
42.34021347,-71.15123554
42.33886915,-71.08107019
42.35188642,-71.12126864
42.30573023,-71.08005384
42.30474344,-71.11463458
42.31527879,-71.07846819
42.30481531,-71.07375837
42.32504876,-71.06915162
42.32142749,-71.05238117
42.32951559,-71.05700728
42.35654146,-71.06777273
42.34925197,-71.0893997
42.34066415,-71.08174219
42.24757884,-71.12772545
42.32024413,-71.06108115
42.28165705,-71.08693623
42.37148921,-71.06281781
42.26796228,-71.12091284
42.26417268,-71.11726296
42.30011338,-71.07451378
42.30512996,-71.05691188
42.35568128,-71.06027355
42.35275462,-71.12951938
42.35015875,-71.0597332
42.29087108,-71.0894007
42.25874634,-71.11798331
42.25232097,-71.12319437
42.32192266,-71.06915646
42.34991458,-71.07076227
42.32692846,-71.06695626
42.35072418,-71.09313423
42.23722567,-71.13190217
42.32709687,-71.05253559
42.3641916,-71.11803407
42.31822453,-71.04242738
42.29574049,-71.08073943
42.26748003,-71.09421824
42.38224553,-71.02444351
42.331607,-71.05311951
42.29284216,-71.05066114
42.33016999,-71.06028446
42.30069479,-71.11041058
42.31601894,-71.06271713
42.29810706,-71.06246102
42.31146245,-71.09085104
42.28465054,-71.09143031
42.28744377,-71.15268779
42.36621422,-71.06426315
42.32777921,-71.05317166
42.28027989,-71.11892772
42.38259448,-71.07815541
42.35417366,-71.05412021
42.35258719,-71.05541814
42.26308564,-71.1215374
42.3631198,-71.13163183
42.28873039,-71.08423724
42.34792113,-71.09779291
42.36256819,-71.05578676
42.35835062,-71.05896619
42.27299982,-71.1200477
42.30440224,-71.12477232
42.2857264,-71.06431585
42.33607117,-71.15089335
42.28742048,-71.13227208
42.31433204,-71.06757752
42.31135492,-71.07023491
42.32377412,-71.05527614
42.31217922,-71.11421827
42.37792624,-71.07547818
42.37934789,-71.06663291
42.34003415,-71.0825092
42.32376811,-71.05683135
42.28418359,-71.06941508
42.35177217,-71.13559109
42.34376318,-71.0778852
42.33994115,-71.06387315
42.37366584,-71.03906181
42.33668773,-71.09792483
42.357944,-71.02326988
42.37423922,-71.06752318
42.28492606,-71.11893929
42.38616324,-71.00533303
42.36244321,-71.0572832
